Unnamed: 0,WEBJRGA,辞書データ
10666,はさみしょうぎ,挟み将棋
10667,はさむ,挟む
10668,はさむ,はさむ
10669,はし,端
10670,はし,箸
10671,はじ,恥
10672,はしか,はしか
10673,はしがき,端書き
10674,はじき,土師（はじ）器
10675,はじく,はじく
10676,はしくれ,端くれ
10677,はしげた,橋桁
10678,はしご,はしご
10679,はしたがね,はした金
10680,ばしっと,ばしっと
10681,ばじとうふう,馬耳東風
10682,はしなくも,端なくも
10683,はじぱい,端牌
10684,はしばし,端々
10685,はじまりだす,始まりだす
10686,はじめ,初め
10687,はじめ,始め
10689,はじめ,始
10690,はじめから,初めから
10691,はじめだす,始めだす
10692,はじめて,初めて
10693,はじめとおわり,始めと終わり
10694,はじめに,「はじめに」
10695,はじめに,初めに
10696,はじめね,始値
10697,はじめまして,はじめまして
10698,～はじめる,～始める
10699,はじゃけんせい,破邪顕正
10700,はしゅ,播種（はしゅ）
10701,はしゅつ,派出
10702,はしょうふう,破傷風
10703,はしょる,はしょる
10704,ばしょをかえる,場所を替える
10705,ばしょをかえる,場所を変える
10706,はじらい,恥じらい
10707,はしり,はしり
10708,はしりきる,走りきる
10709,はしりだす,走り出す
10710,はす,はす
10711,はす,ハス
10712,はず,はず
10713,はすかい,はす交い
10714,はずかしい,恥ずかしい
10715,はずかしめる,辱める
10716,はずす,外す
10717,はずみ,弾み
10718,はずれる,外れる
10719,ばせい,罵声
10720,はせる,はせる
10721,はそく,把捉
10722,はた,はた
10723,はた,はた
10724,はた,端
10725,はだあい,肌合い
10726,はたあげ,旗揚げ
10727,はだうま,肌馬
10728,はたおり,機織り
10729,はだか,裸
10730,はだかん,肌感
10731,はだし,はだし
10732,はたしあい,果たし合い
10733,はたしきる,果たしきる
10734,はたして,果たして
10735,はたせるかな,果たせるかな
10736,はたち,２０歳
10737,ばだち,場立ち
10738,はたとくる,はたとくる
10739,ばたばた,ばたばた
10740,ばたばた,バタバタ
10741,ぱたぱた,ぱたぱた
10742,ぱたぱた,パタパタ
10743,はたまた,はたまた
10744,はため,はた目
10745,はためいわく,はた迷惑
10746,はたもと,旗本
10747,はたや,機屋
10748,ばたや,バタ屋
10749,はたらきかける,働き掛ける
10750,はたらきだす,働きだす
10751,はたらきづめ,働きづめ
10752,はたらきばち,働き蜂
10753,はたん,破綻
10754,ばたん,ばたん
10755,ばたん,バタン
10756,ばたんきゅう,ばたんきゅう
10759,はち,蜂／ハチ
10760,ばち,ばち
10761,ばちあたり,罰当たり
10762,ばちさばき,ばちさばき
10763,はちじゅうご,「８０後」
10764,はちぶおんぷ,八分音符
10765,はちぼく,八木（はちぼく）
10766,はちまき,鉢巻き
10767,はちみつ,蜂蜜
10768,はちめんれいろう,八面玲瓏
10769,はちめんろっぴ,八面六臂
10770,はちゅうるい,爬虫類
10771,ばつ,ばつ
10772,ばつ,バツ
10773,ばつ,罰
10774,はつうま,初午（はつうま）
10775,ばついち,バツイチ
10776,はつえんとう,発炎筒
10777,はつえんとう,発煙筒
10778,ばつ,「×」
10779,ばつがわるい,ばつが悪い
10780,はづき,葉月
10781,ばっき,曝気
10782,はっきりいうと,はっきり言うと
10783,はつか,二十日
10784,はっか,ハッカ
10785,はつかねずみ,ハツカネズミ
10786,ばっき,伐期
10787,ばっきん,罰金
10788,ばっくよらく,抜苦与楽
10789,ばっくれる,ばっくれる
10790,はっけ,八卦
10791,ばっこ,跋扈（ばっこ）
10792,はっこう,発酵
10793,はっこう,薄幸
10794,はっこういちう,八紘一宇
10795,ばつざんがいせい,抜山蓋世
10796,はっし,はっし
10797,はっしゅつ,発出
10798,ばっしゅつ,伐出
10799,ばっしょう,跋渉（ばっしょう）
10800,はっしょうどう,八正道
10801,はっしん,発疹
10802,ばっすい,抜粋
10804,ばってき,抜てき
10805,ばってん,罰点
10806,ばってん,「×点」
10807,はっと,法度
10808,ばっと,ＢＡＴ
10809,はっとうしん,８頭身
10810,はっとする,はっとする
10811,はっぱ,発破
10812,はっぱ,ハッパ
10813,はっぴ,はっぴ
10814,ばつびょう,抜錨
10815,はっぷ,発布
10816,はっぷ,発付
10817,はっぷん,発奮
10818,はっぷんぼうしょく,発憤忘食
10819,はっぽう,発砲
10820,はっぽう,発泡
10821,はっぽうびじん,八方美人
10822,ばっぽんそくげん,抜本塞源
10823,はつもうで,初詣
10824,はつもの,初物
10825,はつらつ,はつらつ
10826,はつらんはんせい,撥乱反正
10827,はつり,はつり
10828,はつろ,発露
10829,はで,派手
10830,ばてい,馬丁
10831,ばていけい,馬てい形
10832,はてる,果てる
10833,はてんこう,破天荒
10834,はと,ハト
10835,はとう,波涛（はとう）
10836,ばとう,罵倒
10839,はとは,ハト派
10840,はとば,波止場
10841,はとむぐ,ハトムギ
10842,はな,花
10843,はな,華
10844,はな,鼻
10845,はな,はな
10846,はなお,鼻緒
10847,はな,はな
10848,はなし,話し
10849,はなし,話
10850,はなしか,はなし家
10851,はなしかける,話しかける
10852,はなしきる,話しきる
10853,はなししてから,話ししてから
10854,はなしする,話しする
10855,はなしだす,話しだす
10856,はなしをする,話をする
10857,はなしをつける,話をつける
10858,はなす,放す
10859,はなす,離す
10860,はなにかける,鼻にかける
10861,はなのごにんしゅう,花の５人衆
10862,はなはだ,甚だ
10863,はなばなしい,華々しい
10864,はなみ,花実
10865,はなむけ,はなむけ
10866,はなもちならない,鼻持ちならない
10867,はなもひっかけない,はなも引っ掛けない
10868,はなやか,華やか
10869,はなれごま,放れ駒
10870,はなれごま,離れ駒
10871,はなればなれ,離れ離れ
10872,はなれる,放れる
10873,はなれる,離れる
10874,はなれわざ,離れ業
10875,はなれわざ,離れ技
10876,はなわ,花輪
10877,はにわ,埴輪
10878,はね,羽
10879,はね,羽根
10880,ばね,ばね
10881,はねかえす,はね返す
10882,はねかえる,跳ね返る
10883,はねぎ,桔木（はねぎ）
10884,はねのく,跳ねのく
10885,はねつける,はねつける
10886,はねのける,はねのける
10887,はねる,跳ねる
10888,はねる,はねる
10889,はねる,はねる
10890,はば,幅
10891,はばかる,はばかる
10892,はばたく,羽ばたく
10893,ははは,ハハハ
10894,はふ,破風
10895,はぶ,ハブ
10896,はぶり,羽振り
10897,はぶる,はぶる
10898,ばふん,馬ふん
10899,はまき,葉巻
10900,はまぐり,ハマグリ
10901,はまや,破魔矢
10902,はまる,はまる
10903,はむかう,歯向かう
10904,はめ,羽目
10905,ばめんかんもく,場面緘黙
10906,はや,はや
10907,はやい,早い
10908,はやい,速い
10909,はやく,端役
10910,はやし,はやし
10911,はやす,はやす
10912,はやす,生やす
10913,はやて,はやて
10914,はやで,早出
10915,はやのみこみ,早のみ込み
10916,はやばやと,早々と
10917,はやり,はやり
10918,はやりだす,はやりだす
10919,はやる,はやる
10920,はやわざ,早業
10921,ばら,バラ
10922,はらいきる,払いきる
10923,はらいこみ,払い込み
10924,はらいこみ,払込
10925,はらいさげ,払い下げ
10926,はらいっぱい,腹いっぱい
10927,はらいもどし,払い戻し
10928,はらいもどし,払戻
10929,はらう,払う
10930,はらう,はらう
10931,はらす,晴らす
10932,ばらす,ばらす
10933,ばらす,バラす
10934,はらだちまぎれ,腹立ち紛れ
10935,はらづもり,腹積もり
10936,はらてっけつ,把羅剔抉
10937,はらびれ,腹びれ
10938,はらわた,はらわた
10939,はらん,波乱
10940,はらんばんじょう,波瀾万丈
10941,はり,梁
10942,はり,はり
10943,はり,針
10945,ばり,罵詈（ばり）
10946,はりかえる,張り替える
10947,はりかえる,貼り替える
10948,はりがみ,張り紙
10949,はりきる,張り切る
10950,ばりぞうげん,罵詈雑言
10951,はりだす,張り出す
10952,はりだす,貼り出す
10953,はりつける,張り付ける
10954,はりつける,貼り付ける
10955,はりつめる,張り詰める
10956,ぱりぴ,パリピ
10957,はりぼて,張りぼて
10958,はる,張る
10959,はる,貼る
10960,はるか,はるか
10961,はるご,春蚕（はるご）
10962,はるさめ,春雨
10963,はるのななくさ,春の七草
10964,はるばる,はるばる
10965,はるめく,春めく
10966,はれ,「ハレ」
10967,はれ,晴れ
10968,ばれいしょ,バレイショ
10969,はれる,腫れる
10970,ばれる,ばれる
10971,ばれん,馬連
10972,はれんち,破廉恥
10974,ぱわはら,パワハラ
10975,はん,汎
10976,はん,判
10977,はん,版
10978,ばん,ＶＡＮ
10979,はんが,版画
10980,ばんか,挽歌
10981,ばんかい,挽回
10982,ばんから,蛮カラ
10983,ばんがわり,番代わり
10984,はんき,反旗
10985,はんき,半旗
10986,はんぎ,版木
10987,はんぎゃく,反逆
10988,はんきょう,般教
10989,ばんきり,万切り
10990,ばんきん,板金
10991,ばんぐらでしゅ,バングラデシュ
10992,はんげつばん,半月板
10993,はんこ,はんこ
10994,はんこう,反抗
10995,はんこう,反攻
10996,はんぼう,飯ごう
10997,ばんこく,万斛（ばんこく）
10998,はんこん,瘢痕（はんこん）
10999,ばんこんさくせつ,盤根錯節
11000,はんさ,煩瑣（はんさ）
11001,ばんざい,万歳
11002,はんざつ,煩雑
11003,ばんさん,晩さん
11004,はんし,範士
11005,ばんじ,万事
11006,ばんしいっしょう,万死一生
11007,はんじえ,判じ絵
11008,はんしはんしょう,半死半生
11009,はんしゃ,販社
11010,ばんじゃく,盤石
11011,はんじょう,繁盛
11012,ばんじょう,万丈
11013,はんしょく,繁殖
11014,ばんしょくさいしょう,伴食宰相
11015,はんしんはんぎ,半信半疑
11016,はんしんふずい,半身不随
11017,はんすう,反すう
11018,はんせき,版籍
11019,はんせつ,半切
11020,ばんそうこう,ばんそうこう
11021,はんそく,反則
11022,はんそく,犯則
11023,はんだ,はんだ
11024,ばんだい,番代
11025,ぱんちがきく,パンチが利く
11026,ぱんちがきく,パンチが効く
11027,はんちゅう,範疇
11028,はんつき,半月
11029,ばんづけ,番付
11030,はんてん,斑点
11031,はんてん,はんてん
11032,はんと,反徒
11033,はんと,版図
11034,はんにゃ,般若
11035,ばんば,輓馬（ばんば）
11036,はんばく,反駁
11037,はんぱつ,反発
11038,はんはん,半々
11039,ばんばん,ばんばん
11040,ばんばん,バンバン
11041,はんぷ,頒布
11042,はんぷく,反覆
11043,はんぷく,反復
11044,はんぶんじょくれい,繁文縟礼
11045,はんぺん,はんぺん
11046,はんぼう,繁忙
11047,はんめん,半面
11048,はんめん,反面
11049,はんもん,煩悶
11050,はんもん,班文
11051,ばんゆう,蛮勇
11052,はんよう,汎用
11053,ばんらい,万雷
11054,ばんらい,万来
11055,はんらん,反乱
11056,はんらん,氾濫
11057,ばんりどうふう,万里同風
11058,はんりょ,伴侶
11059,はんれい,凡例
11060,はんれい,判例
11061,はんれい,範例
11064,ひ,火
11065,ひ,灯
11066,ひ,日
11067,ひ,緋
11068,ひ,干
11069,び,微
11078,ぴあかん,ピアカン
11079,ひあし,日脚
11080,ひあし,火脚
11081,ひあし,火足
11082,ひあがる,干上がる
11083,ひあっか,非悪化
11084,ひありんぐ,ヒアリング
11085,ひい,非違
11086,ひいき,ひいき
11087,ひいては,ひいては
11088,ひいでる,秀でる
11089,ぴいぴい,ぴいぴい
11090,ひうん,非運
11091,ひうん,悲運
11092,ひえき,裨益
11093,ひえしょう,冷え性
11094,ひえびえ,冷え冷え
11096,びおんてき,微温的
11097,ひがいにあう,被害に遭う
11098,ぴかいち,ぴかいち
11099,ひかえしつ,控室
11100,ひかげ,日陰
11101,ひかげ,日影
11102,ひがけ,日掛け
11103,ひがた,干潟
11104,ひからびる,干からびる
11105,ひかり,光り
11106,ひかり,光
11107,ひかれる,引かれる
11109,ひがんざくら,ヒガンザクラ
11110,ひかんざくら,ヒカンザクラ
11111,びがんしゅうは,媚眼秋波
11115,ひきあげる,引き上げる
11116,ひきあげる,引き揚げる
11117,ひきあて,引き当て
11118,ひきあて,引当
11119,ひきうけ,引き受け
11120,ひきいる,率いる
11121,ひきうけ,引受
11122,ひきかえ,引き換え
11123,ひきかえ,引換
11124,ひきぎわ,引き際
11125,ひきこもごも,悲喜こもごも
11126,ひきこもり,「ひきこもり」
11127,ひきこもる,引きこもる
11128,ひきずる,引きずる
11129,ひきだし,引き出し
11130,ひきつぎ,引き継ぎ
11131,ひきつける,引き付ける
11132,ひきつる,引きつる
11133,ひきどき,引き時
11134,ひきとめる,引き止める
11135,ひきとめる,引き留める
11136,ひきにく,ひき肉
11137,ひきにげ,ひき逃げ
11138,ひきのばす,引き伸ばす
11139,ひきのばす,引き延ばす
11140,ひきもきらず,引きも切らず
11141,ひきや,曳家（ひきや）
11142,ひきょう,悲境
11143,ひきょう,秘境
11144,ひきょう,ひきょう
11145,ひぎょう,罷業
11146,ひきん,卑近
11147,ひきんぞく,非金属
11148,ひきんぞく,卑金属
11149,ひく,ひく
11150,ひく,引く
11151,ひく,弾く
11152,ひく,ひく
11153,ひく,ひく
11154,ひく,ひく
11155,びくう,鼻腔
11156,びくに,比丘尼
11157,ぴくぴく,ぴくぴく
11158,びくん,微醺（びくん）
11159,ひげ,ひげ
11160,ひけぎわ,引け際
11161,ひけつ,秘訣
11162,ひげづら,ひげ面
11163,ひけね,引値
11164,ひけんずいしょう,比肩随踵
11165,ひご,庇護
11166,ひご,飛語
11167,びこう,鼻孔
11168,びこう,鼻腔
11169,ひこうちせい,非広知性
11170,ひこつ,腓骨
11171,びこつ,尾骨
11172,ひごと,日ごと
11173,ひこぼし,ひこ星
11174,ひごろ,日頃
11175,ひざ,膝
11176,びざ,ＶＩＳＡ
11177,ぴさ,ＰＩＳＡ（学習到達度調査）
11178,ひさい,非才
11179,ひさし,ひさし
11180,ひざし,日差し
11181,ひさしぶり,久しぶり
11182,ひざづめ,膝詰め
11183,ひさびさ,久々
11184,ひざまずく,ひざまずく
11185,ひさめ,氷雨
11186,ひざもと,膝元
11187,ひざをつく,膝をつく
11188,ひし,ヒシ
11189,ひし,避止
11190,ひし,彼此（ひし）
11191,ひじ,肘
11192,ひしがた,ひし形
11193,ひじき,肘木
11194,ひじちょうもく,飛耳長目
11195,ひしめく,ひしめく
11196,ひしもち,ひし餅
11197,びじれいく,美辞麗句
11198,ひしゅ,匕首
11199,ひじゅん,批准
11200,ひしょう,飛翔
11201,びしょう,微小
11202,びしょう,微少
11203,びしょう,美粧
11204,ひしょうじけん,非訟事件
11205,ひじょうに,非常に
11206,ひじり,ひじり
11207,ぴしり,ぴしり
11208,びじんはくめい,美人薄命
11209,ひずみ,ひずみ
11210,ひせい,秕政（ひせい）
11211,ひせき,秘跡
11212,ひせき,飛跡
11213,ひぜめ,火攻め
11214,ひぜめ,火責め
11215,ひせん,卑賤（ひせん）
11216,ひそ,ヒ素
11217,びそ,鼻疽（びそ）
11218,ひそう,悲壮
11219,ひそう,皮相
11220,ひそう,悲愴
11221,ひぞう,脾臓
11222,ひそかに,ひそかに
11223,ひぞうっこ,秘蔵っ子
11224,ひそみにならう,ひそみに倣う
11225,ひそむ,潜む
11226,ひそめる,ひそめる
11227,ひた,ひた
11228,びたい,媚態（びたい）
11229,ひたす,浸す
11230,ひたすら,ひたすら
11231,ひだち,肥立ち
11232,ひだまり,日だまり
11233,ひたむき,ひた向き
11234,ひだりうちわ,左うちわ
11235,ひたる,浸る
11237,びちゅうかく,鼻中隔
11238,ひちりき,篳篥（ひちりき）
11239,ひぢりめん,ひぢりめん
11242,ひつ,櫃（ひつ）
11243,ひっかい,筆界
11244,ひっかかる,引っ掛かる
11245,ひっかく,引っかく
11246,ひつぎ,ひつぎ
11247,ひっきょう,畢竟（ひっきょう）
11248,ひっきりなし,ひっきりなし
11249,ひっくくる,引っくくる
11251,びっくり,びっくり
11252,ひっくりかえす,引っ繰り返す
11253,ひっくるめる,ひっくるめる
11254,ひづけ,日付
11255,ひつけやく,火つけ役
11256,びっこ,びっこ
11257,ひっこう,筆耕
11258,ひっこみじあん,引っ込み思案
11259,ひっさげる,引っ提げる
11260,ひっさん,筆算
11261,ひっし,必死
11262,ひっし,必至
11263,ひっしゅうかもく,必修科目
11264,ひつじょう,必定
11265,ひっす,必須
11266,ひっせい,畢生（ひっせい）
11267,ひっせい,必成
11268,ひっせき,筆跡
11269,ひつじ,ヒツジ／羊
11270,ひつじ,未（ひつじ）
11271,ひったくり,ひったくり
11272,ぴったりくる,ぴったりくる
11273,ひっち,筆致
11274,ひっちゅう,筆誅
11275,ひっつく,ひっつく
11276,ひってき,匹敵
11277,ひっぱく,逼迫（ひっぱく）
11278,ひっぱたく,ひっぱたく
11279,ひっぱりだこ,引っ張りだこ
11280,びっぷ,ＶＩＰ
11281,ひづめ,ひづめ
11282,びていこつ,尾てい骨
11285,ひと,ヒト
11286,ひと,人
11287,ひとあき,一秋
11288,ひとあせ,一汗
11289,ひとあれ,一荒れ
11290,ひどい,ひどい
11291,ひといき,一息
11292,ひといきれ,人いきれ
11293,ひとえ,一重
11294,ひとえ,ひとえ
11295,ひとえに,ひとえに
11296,ひとおもいに,一思いに
11297,ひとかた,ひとかた
11298,ひとがた,人形
11299,ひとがた,人型
11300,ひとかたならず,ひとかたならず
11301,ひとかたひとかた,一方一方
11302,ひとかど,ひとかど
11303,ひとかぶ,１株
11304,ひときわ,ひときわ
11305,ひとく,秘匿
11306,ひとくくり,ひとくくり
11307,ひとくさり,ひとくさり
11308,ひとくち,一口
11309,ひとくち,１口
11310,ひとくふう,一工夫
11311,ひとくらす,１クラス
11312,ひとけ,人け
11313,ひとけた,１桁
11314,ひとごこち,人心地
11315,ひとこと,一言
11316,ひとごと,ひとごと
11317,ひとこま,一こま
11318,ひとこま,１こま
11319,ひとごみ,人混み
11320,ひところ,一頃
11321,ひとさがし,人探し
11322,ひとさがし,人捜し
11323,ひとさしゆび,人さし指
11324,ひとしお,ひとしお
11325,ひとしお,一塩
11326,ひとしきり,ひとしきり
11327,ひとたび,ひとたび
11328,ひとだま,人だま
11329,ひとたまり,ひとたまり
11332,ひとづかい,人使い
11333,ひとつき,ひとつき
11334,ひとづくり,人づくり
11335,ひとづて,人づて
11336,ひとつまみ,ひとつまみ
11337,ひとで,ヒトデ
11338,ひとてま,一手間
11339,ひととおり,一通り
11340,ひととおり,１通り
11341,ひととき,ひととき
11342,ひとところ,一所
11343,ひととせ,ひととせ
11344,ひととなり,人となり
11345,ひとなつ,一夏
11346,ひとなつこい,人懐こい
11347,ひとなみ,人並み
11348,ひとなみ,人波
11349,ひとはだ,人肌
11350,ひとはだ,一肌
11351,ひとはな,一花
11352,ひとばん,一晩
11353,ひとまず,ひとまず
11354,ひとまかせ,人任せ
11355,ひとまとめ,ひとまとめ
11356,ひとまわり,１回り
11357,ひとまわり,一回り
11358,ひとみ,瞳
11359,ひとみごくう,人身御供
11360,ひとむかし,一昔
11361,ひとめ,一目
11362,ひとめにつく,人目に付く
11363,ひともうけ,ひともうけ
11364,ひとものかね,人・もの・金
11365,ひとやま,一山
11366,ひとり,１人
11367,ひとり,一人
11368,ひとり,独り
11369,ひとり,ひとり
11370,ひとり,ひとり
11372,ひとりあたり,１人当たり
11373,ひとりあるき,一人歩き
11374,ひとりあるき,独り歩き
11375,ひとりうらない,独り占い
11376,ひとりおや,一人親
11377,ひとりがち,一人勝ち
11378,ひとりがち,独り勝ち
11379,ひとりぐらし,１人暮らし
11380,ひとりぐらし,一人暮らし
11381,ひとりぐらし,独り暮らし
11382,ひとりじまん,独り自慢
11383,ひとりずまい,一人住まい
11384,ひとりずまい,独り住まい
11385,ひとりずもう,独り相撲
11386,ひとりせたい,一人世帯
11387,ひとりたび,一人旅
11388,ひとりたび,独り旅
11389,ひとりっこ,一人っ子
11390,ひとりできめる,独りで決める
11391,ひとりでに,ひとりでに
11392,ひとりのり,一人乗り
11393,ひとりぼっち,独りぼっち
11394,ひとりみ,独り身
11395,ひとりめ,１人目
11396,ひとりよがり,独り善がり
11397,ひとりひとり,一人一人
11398,ひとりべや,一人部屋
11399,ひとわたり,ひとわたり
11400,ひとわたり,一渡り
11401,ひとりわらい,独り笑い
11402,ひな,ひな
11403,ひなか,ひなか
11404,ひなが,日永
11405,ひながた,ひな型
11406,ひなぎく,ヒナギク
11407,ひなた,日なた
11408,ひなまつり,ひな祭り
11409,ひなん,非難
11410,ひにく,髀肉
11411,ひにくまじり,皮肉交じり
11412,ひにひに,日に日に
11413,ひにん,否認
11414,ひねくれる,ひねくれる
11415,ひねくる,ひねくる
11416,ひにち,日にち
11417,ひのうちどころ,非の打ちどころ
11418,ひのえ,丙（ひのえ）
11419,ひのえうま,ひのえうま
11420,ひのおまし,昼御座（ひのおまし）
11421,ひのき,ヒノキ
11422,ひのきぶたい,ひのき舞台
11423,ひのと,丁（ひのと）
11424,ひばく,被ばく
11425,ひばく,被爆
11426,ひばく,飛瀑
11427,ひはだ,檜皮（ひはだ）
11428,ひばら,脾腹（ひばら）
11429,ひび,ひび
11430,ひび,ひび
11431,びびび,びびび
11432,びびる,びびる
11433,ひびわれ,ひび割れ
11434,ひふ,皮膚
11435,ひぶ,日歩
11436,ひぶ,日賦
11438,ひぶた,火ぶた
11439,ひふん,悲憤
11440,ひふんこうざい,悲憤慷慨
11441,ひぶんしょう,飛蚊（ひぶん）症
11442,ひべんこうい,非弁行為
11443,ひほう,秘法
11444,ひほう,秘方
11445,ひぼう,誹謗（ひぼう）
11446,びほう,弥縫（びほう）
11447,びぼう,美貌
11448,ひぼうちゅうちょう,誹謗中傷
11449,ひぼし,日干し
11450,ひぼし,干ぼし
11451,ひま,暇
11452,ひまく,皮膜
11453,ひまく,被膜
11454,ひまご,ひ孫
11455,ひましに,日増しに
11456,ひまつ,飛沫（ひまつ）
11457,ひまつぶし,暇つぶし
11458,びまん,弥漫（びまん）
11459,ひまんがた,肥満形
11460,ひみつり,秘密裏
11461,ひむろ,氷室
11462,ひめ,姫
11463,ひめごと,秘め事
11464,ひめゆり,ヒメユリ
11465,ひめん,罷免
11466,ひも,ひも
11467,ひもかわ,ひもかわ
11468,びもく,眉目
11469,ひもち,日もち
11470,ひもち,火もち
11471,ひもとく,ひもとく
11472,ひもの,干物
11473,ひもん,樋門（ひもん）
11474,ひやかす,冷やかす
11475,びやく,媚薬
11478,びゃくい,白衣
11479,ひゃくごろくじゅう,１５０～１６０
11480,ひゃくしょう,百姓
11481,ひゃくじょう,１００条
11482,ひゃくじょう,百条
11483,ひゃくせきかんとう,百尺竿頭
11484,ひゃくせつふとう,百折不撓
11485,ひゃくせんひゃくしょう,百戦百勝
11486,ひゃくてん,１００点
11487,ひゃくてん,百点
11488,ひゃくにちぜき,百日ぜき
11489,ひゃくにひとつ,百に一つ
11490,ひゃくねん,１００年
11491,ひゃくねん,百年
11492,ひゃくねんかせい,百年河清
11495,ひゃくはちじゅうど,１８０度
11496,ひゃくはちじゅうど,百八十度
11497,ひゃくはちぼんのう,百八煩悩
11498,ひゃくぶんいっけん,百聞一見
11499,ひゃくもくいちげん,百黙一言
11500,ひゃくもしょうち,百も承知
11501,ひゃくりをいく,百里を行く
11502,ひやす,冷やす
11503,ひゃっかにち,百か日
11504,ひゃっかそうめい,百家争鳴
11505,ひゃっかりょうらん,百花繚乱
11506,ひゃっかん,百官
11507,ひゃっきやこう,百鬼夜行
11508,ひゃっぱつひゃくちゅう,百発百中
11509,ひやとい,日雇い
11510,ひやひや,ひやひや
11511,ひややか,冷ややか
11512,ひやり,ひやり
11513,ひやりはっと,ヒヤリハット
11514,ひゆ,比喩
11515,びゅうけん,謬見（びゅうけん）
11516,ひょう,ひょう
11517,ひょう,ヒョウ
11518,ひょう,表
11519,ひょう,票
11520,びょう,びょう
11521,びょう,廟
11522,びょう,鋲
11523,びよう,微恙（びよう）
11524,ひょうい,憑依（ひょうい）
11525,ひょういつ,飄逸（ひょういつ）
11526,びょうが,病臥
11527,ひょうかがえ,評価替え
11528,ひょうき,表記
11529,ひょうき,標記
11530,ひょうきん,ひょうきん
11531,びょうく,病躯
11532,ひょうけつ,表決
11533,ひょうけつ,評決
11534,びょうげんたい,病原体
11535,びょうこるいく,描虎類狗
11536,びょうさ,錨鎖
11537,ひょうさつ,表札
11538,ひょうさつ,標札
11539,ひょうし,拍子
11540,ひょうじ,表示
11541,ひょうじ,標示
11542,ひょうしつ,評隲（ひょうしつ）
11543,ひょうしゃく,評釈
11544,ひょうしょう,表象
11545,びょうじょく,病褥（びょうじょく）
11546,ひょうする,表する
11547,ひょうする,評する
11548,ひょうせつ,剽窃（ひょうせつ）
11549,ひょうぜん,漂然（ひょうぜん）
11550,ひょうそ,?祖（ひょうそ）
11551,ひょうそく,平仄（ひょうそく）
11552,ひょうそくひょうとう,表側・表頭
11553,ひょうだい,表題
11554,ひょうだい,標題
11555,ひょうたん,ヒョウタン
11556,ひょうてんか,氷点下
11557,ひょうたんそうあい,氷炭相愛
11558,びょうち,錨地
11559,ひょうちゅう,評注
11560,ひょうとう,表頭
11561,ひょうのう,氷のう
11562,ひょうはく,漂白
11563,ひょうはく,漂泊
11564,ひょうはく,表白
11565,びょうはん,病斑
11566,ひょうひょう,ひょうひょう
11567,ひょうびょう,縹渺（ひょうびょう）
11568,びょうぶ,びょうぶ
11569,ひょうへん,豹変
11570,びょうほ,苗圃（びょうほ）
11571,ひょうぼう,標榜
11572,びょうぼつ,病没
11573,ひょうりいったい,表裏一体
11574,ひょうりょう,秤量（ひょうりょう）
11575,ひょうろう,兵糧
11576,ひよく,肥沃
11577,ひよくれんり,比翼連理
11578,ひよけ,日よけ
11579,ひよこ,ひよこ
11580,ひより,日和
11581,ひよりみ,日和見
11582,ひよる,ひよる
11583,ひよわ,ひ弱
11584,ひら,平
11585,びら,ビラ
11586,ひらく,開く
11587,ひらめ,ヒラメ／平目
11588,ひらめく,ひらめく
11589,ひらや,平屋
11590,びらん,糜爛（びらん）
11591,びり,びり
11592,びりおん,１０億
11593,ひりしゅんじゅう,皮裏春秋
11594,びりびり,びりびり
11595,びりょう,鼻梁（びりょう）
11596,ひる,干る
11597,ひる,昼
11598,ひるがえって,翻って
11599,ひるよる,昼・夜
11600,ひれき,披歴
11601,ひれつ,卑劣
11602,ひれふす,ひれ伏す
11603,ひろう,披露
11604,びろう,尾籠
11605,びろく,美禄
11606,ひろくいうと,広く言うと
11607,ひろびろ,広々
11608,びわ,琵琶
11609,ひわい,卑猥（ひわい）
11610,ひわだ,檜皮（ひわだ）
11611,ひわれる,干割れる
11612,ひをつける,火をつける
11613,ひん,品（ひん）
11614,びん,瓶
11615,ぴんいん,?音（ぴんいん）
11616,ひんかい,頻回
11617,ぴんからきり,ピンからキリ
11619,ひんこうほうせい,品行方正
11620,ひんし,瀕死（ひんし）
11621,びんしさえん,鬢糸茶烟
11622,ひんじゃいっとう,貧者一燈
11623,ひんしゅく,ひんしゅく
11624,びんしょう,敏しょう
11625,ひんする,ひんする
11626,ひんする,貧する
11627,びんせん,便箋
11629,ぴんとくる,ぴんとくる
11630,ひんば,牝馬
11631,ひんぱく,頻拍
11632,ぴんはね,ピンはね
11633,びんぼうしょう,貧乏性
11634,ひんみゃく,頻脈
11635,ひんやり,ひんやり
11636,びんらん,紊乱（びんらん）
11639,ふ,ふ
11640,ふ,「ふ」
11641,ふ,付
11642,ふ,ふ
11643,ぶ,不
11644,ぶ,無
11645,ぶ,分
11646,ぶ,歩
11653,ぶあい,歩合
11654,ぶあいそう,無愛想
11656,ふぁいあ,ファイア
11657,ふぁくす,ファクス
11658,ふぁすと,ファスト
11659,ぶあつい,分厚い
11660,ふぁねる,ファネル
11661,ふい,ふい
11662,ふい,不意
11663,ぶいく,撫育
11664,ふいうち,不意打ち
11665,ふいちょう,吹聴
11666,ふいり,不入り
11667,ふいん,負因
11672,ふうあい,風合い
11673,ふうえい,諷詠
11674,ふうかん,封緘（ふうかん）
11675,ふうき,富貴
11676,ふうきびんらん,風紀紊乱
11677,ふうきふうん,富貴浮雲
11678,ふうぎり,封切り
11679,ふうぎり,封切
11680,ふうこうめいび,風光明媚
