Unnamed: 0,WEBJRGA,辞書データ
9477,とちかん,土地勘
9478,とちく,屠畜（とちく）
9479,とちぐるう,とち狂う
9480,とちのき,トチノキ
9481,とちもち,とち餅
9482,どちらかというと,どちらかというと
9483,とつ,「凸」
9484,とっかえひっかえ,取っ換え引っ換え
9485,とっかかり,取っ掛かり
9486,どっかく,独覚
9487,とっかつ,特活
9488,とっき,突起
9489,とつぐ,嫁ぐ
9490,とっくり,とっくり
9491,とつげんびんこう,訥言敏行
9492,とつごう,突合
9493,とっさ,とっさ
9494,とつじょ,突如
9495,とつぜん,突然
9496,どっちつかず,どっち付かず
9497,どっちみち,どっちみち
9498,とっつき,取っ付き
9499,とっつき,とっつき
9500,とって,取っ手
9501,とってい,突堤
9502,とっておき,とっておき
9504,とってかえす,とって返す
9505,とってかわる,取って代わる
9506,とってつける,取って付ける
9507,どっとこむ,ドットコム
9508,とっぱん,凸版
9509,とっぴ,とっぴ
9510,とっぴょうし,突拍子
9511,とっぷてん,トップ１０
9512,とつべん,とつ弁
9513,どでかい,どでかい
9514,とてつもない,とてつもない
9515,とても,とても
9517,どどいつ,都々逸
9518,どとう,怒涛
9519,とどけ,届け
9520,とどけ,届
9521,とどける,届ける
9522,とどこおる,滞る
9523,ととのえる,整える
9524,ととのえる,調える
9525,とどまる,とどまる
9526,とどめ,とどめ
9527,どどめ,土留め
9528,とどめる,とどめる
9529,とどろく,とどろく
9530,となえる,唱える
9531,となえる,となえる
9532,どなた,どなた
9533,となり,隣
9534,となり,隣り
9535,どなりつける,怒鳴り付ける
9536,となんほうよく,図南鵬翼
9537,とにかく,とにかく
9538,どにち,土・日
9539,とねり,舎人（とねり）
9540,どのう,土のう
9541,どのみち,どのみち
9542,とば,賭場
9543,とはいいながら,とは言いながら
9544,とはいえ,とはいえ
9546,とば,賭場
9547,どば,土場
9548,とはいうものの,とは言うものの
9549,とばく,賭博
9550,どばじゅうが,駑馬十駕
9551,どはずれ,度外れ
9552,どはつしょうてん,怒髪衝天
9553,とはん,登坂
9554,とひ,都鄙
9555,とび,トビ
9556,とび,とび
9557,とびうお,トビウオ／飛び魚
9558,とびおりる,飛び降りる
9559,とびかう,飛び交う
9560,とびきり,飛び切り
9561,とびつく,飛び付く
9562,とびとび,とびとび
9563,とびのく,飛びのく
9564,とびはねる,跳びはねる
9565,とぶ,飛ぶ
9566,とぶ,跳ぶ
9567,どぶろく,どぶろく
9568,どべ,ドベ
9569,どほうがかい,土崩瓦解
9570,とぼしい,乏しい
9571,とまどう,戸惑う
9572,とまりがけ,泊まりがけ
9573,とまる,止まる
9574,とまる,留まる
9575,とまる,泊まる
9576,どまんなか,ど真ん中
9577,とみくじ,富くじ
9578,とみに,とみに
9579,とむらい,弔い
9580,とめそで,留め袖
9581,とめどない,止めどない
9582,とめふで,留め筆
9583,とも,共
9584,とも,供
9585,とも,とも
9586,とも,友
9589,ともえ,ともえ
9590,ともかく,ともかく
9591,ともかせぎ,共稼ぎ
9592,ともしび,ともしび
9593,ともす,ともす
9594,ともだち,友達
9595,ともづな,ともづな
9596,ともども,ともども
9597,ともなう,伴う
9598,ともにする,共にする
9600,ともばたらき,共働き
9601,ともびき,友引
9602,ともまわり,供回り
9603,どやがい,ドヤ街
9604,とやかく,とやかく
9605,どようぼし,土用干し
9606,とら,虎／トラ
9607,とら,寅（とら）
9609,とらえる,捉える
9610,とらえる,捕らえる
9611,とらのまき,虎の巻
9612,とらふ,虎班（とらふ）
9613,とらまえる,とらまえる
9614,どらむすこ,どら息子
9615,どらやき,どら焼き
9616,とらわれる,とらわれる
9617,とらわれる,捕らわれる
9618,とり,酉（とり）
9619,とり,トリ
9620,とり,鳥
9621,とり,鶏
9622,とりあえず,取りあえず
9623,とりあげる,採り上げる
9624,とりあげる,取り上げる
9625,とりあつかい,取り扱い
9626,とりあつかい,取扱
9627,とりいれる,採り入れる
9628,とりいれる,取り入れる
9629,とりいんふるえんざ,鳥インフルエンザ
9630,とりうち,鳥撃ち
9631,とりうち,鳥打ち
9632,とりえ,取りえ
9633,とりおく,取り置く
9634,とりかえ,取り換え
9635,とりかかる,取り掛かる
9636,とりくずす,取り崩す
9637,とりくみ,取り組み
9638,とりくみ,取組
9639,とりくみ,取組
9640,とりきる,取り切る
9641,とりけしけん,取消権
9642,とりこ,とりこ
9643,とりこむ,採り込む
9644,とりこむ,取り込む
9645,とりざた,取り沙汰
9646,とりしまり,取り締まり
9647,とりしまり,取締
9648,とりしらべ,取り調べ
9649,とりしらべ,取調
9650,とりせつ,取説
9651,とりつぎ,取り次ぎ
9652,とりつぎ,取次
9653,とりつく,取りつく
9654,とりつくしま,取り付く島
9655,とりで,とりで
9656,とりとめ,とりとめ
9657,とりとめる,取り留める
9658,とりどり,とりどり
9659,とりなす,とりなす
9660,とりのいち,とりの市
9661,とりのける,取りのける
9662,とりはからう,取り計らう
9663,とりひき,取引
9664,とりまとめ,取りまとめ
9665,とりもなおさず,取りも直さず
9666,とりもの,捕物
9667,とりやめ,取りやめ
9668,とりわけ,とりわけ
9669,とる,採る
9670,とる,採る
9671,とる,採る
9672,とる,取る
9673,とる,取る
9675,とる,捕る
9676,とる,執る
9677,とる,撮る
9678,どるだて,ドル建て
9679,どろくさい,泥くさい
9680,どろじあい,泥仕合
9681,どろぶね,泥舟
9682,どろぼう,泥棒
9683,どろどろ,どろどろ
9684,どろよけ,泥よけ
9685,とわ,とわ
9686,どわすれ,度忘れ
9687,どん,丼
9688,とんかつ,豚カツ
9689,とんきょう,とんきょう
9690,どんくさい,鈍くさい
9691,どんぐり,ドングリ
9692,どんげいちげん,曇華一現
9693,とんご,頓悟
9694,とんこれら,豚コレラ
9695,とんざ,頓挫
9696,とんし,頓死
9697,とんじ,遁辞（とんじ）
9698,どんしゅう,呑舟
9699,とんせい,遁世（とんせい）
9700,とんそう,遁走（とんそう）
9701,とんだめにあう,とんだ目に遭う
9702,とんち,頓知
9703,とんちゃく,頓着
9704,どんちょう,緞帳
9705,とんちんかん,とんちんかん
9706,どんづけ,ドン付け
9707,とんでんへい,屯田兵
9708,どんぱち,どんぱち
9709,どんぱち,ドンパチ
9710,どんびき,どん引き
9711,どんぴしゃり,どんぴしゃり
9712,とんぷく,頓服
9713,どんぶり,丼
9714,とんぼ,トンボ
9715,とんぼがえり,とんぼ返り
9716,とんま,とんま
9717,どんま,鈍麻
9718,どんま,鈍磨
9719,とんや,問屋
9720,どんよく,貪欲
9723,な,名
9724,なあなあ,なあなあ
9725,ない,亡い
9728,ないえん,内苑
9729,ないがしろ,ないがしろ
9730,ないこう,内訌（ないこう）
9731,ないこう,内攻
9732,ないこう,内向
9733,ないし,ないし
9734,ないし,内侍（ないし）
9735,ないしょ,内緒
9736,ないせいがいだく,内清外濁
9737,ないたがし,名板貸し
9738,ないため,内為
9739,ないてい,内偵
9740,ないどきん,内帑金（ないどきん）
9741,ないないづくし,ないない尽くし
9742,ないぶん,内分
9743,ないぶん,内聞
9744,ないぶんぴつ,内分泌
9745,ないほう,内報
9746,ないものねだり,ないものねだり
9747,ないゆうがいかん,内憂外患
9748,なうての,名うての
9749,なえる,なえる
9750,なお,なお
9751,なおがき,「なお書き」
9752,なおさら,なおさら
9753,なおざり,なおざり
9754,なおる,直る
9755,なおる,治る
9756,なか,中
9757,なか,仲
9758,ながい,長い
9759,ながい,永い
9760,ながうた,長唄
9761,なかがい,仲買
9762,なかぎり,中限
9763,なかしょく,中食
9764,なかす,中州
9765,なかずみ,中墨
9766,なかたがい,仲たがい
9767,なかだち,仲立ち
9768,なかだるみ,中だるみ
9769,ながつき,長月
9770,なかづり,中づり
9771,なかでも,中でも
9772,なかなか,なかなか
9773,ながなが,長々
9774,なかには,中には
9775,ながねん,長年
9776,なかば,半ば
9777,なかほど,中ほど
9778,なかまうち,仲間内
9779,なかみ,中身
9780,なかみせ,仲店
9781,ながめる,眺める
9783,ながもち,長持ち
9784,ながもち,長持
9785,ながや,長屋
9786,なかよくする,仲よくする
9787,なかよくなかった,仲よくなかった
9788,なかよくなる,仲良くなる
9789,なかよくはなかった,仲よくはなかった
9790,なかよし,仲良し
9791,ながらえる,永らえる
9792,ながらく,永らく
9793,ながらく,長らく
9794,なかんずく,なかんずく
9795,なきがら,亡きがら
9796,なぎさ,なぎさ
9797,なきだす,泣き出す
9798,なきつく,泣き付く
9799,なきっつら,泣きっ面
9800,なきどころ,泣きどころ
9801,なきどころ,泣き所
9802,なぎなた,なぎなた
9803,なきねいり,泣き寝入り
9804,なぐ,なぐ
9805,なぐ,なぐ
9806,なくなく,泣く泣く
9807,なくなる,なくなる
9808,なぐる,殴る
9809,なげうつ,なげうつ
9810,なげかける,投げ掛ける
9811,なげかわしい,嘆かわしい
9812,なげし,なげし
9813,なげつける,投げ付ける
9814,なけなし,なけなし
9815,なげやり,投げやり
9816,なこうど,仲人
9817,なごむ,和む
9818,なごり,名残
9819,なさけ,情け
9820,なさけない,情けない
9821,なさすぎ,なさすぎ
9822,なさぬなか,なさぬ仲
9823,なし,ナシ／梨
9824,なし,「なし」
9825,なしくずし,なし崩し
9826,なしとげる,成し遂げる
9827,なじむ,なじむ
9828,なす,なす
9829,なす,成す
9830,なす,なす
9831,なずむ,なずむ
9832,なすりあい,なすり合い
9833,なする,なする
9834,なぜ,なぜ
9835,なぜか,なぜか
9836,なぜかというと,なぜかというと
9837,なぜならば,なぜならば
9838,なせばなる,なせば成る
9839,なぞ,謎
9840,なぞかけ,謎掛け
9841,なた,なた
9842,なだい,名代
9843,なだい,名題
9844,なだたる,名だたる
9845,なだて,名立て
9846,なたね,菜種
9847,なだれ,雪崩
9848,なだれる,なだれる
9849,なついん,捺印
9850,なつかしい,懐かしい
9851,なつく,懐く
9852,なつこい,懐こい
9853,なっせん,捺染
9854,なってない,なってない
9855,なっとく,納得
9856,なっぱふく,菜っ葉服
9857,なでしこ,ナデシコ
9858,なでる,なでる
9859,など,など
9860,なとり,名取
9861,ななえやえ,七重八重
9862,ななくさがゆ,七草がゆ
9863,ななころびやおき,七転び八起き
9864,ななしのごんべえ,名なしの権兵衛
9865,ななひかり,七光
9866,なに,何
9867,なにがし,なにがし
9868,なにかといえば,何かといえば
9869,なにかにつけ,何かにつけ
9870,なにくれとなく,何くれとなく
9871,なにげなく,何げなく
9872,なにごと,何事
9873,なにしろ,何しろ
9874,なにせ,何せ
9875,なにとぞ,何とぞ
9876,なになに,何々
9877,なになに,何何？
9878,なにびと,何びと
9879,なにひとつ,何一つ
9880,なにぶん,なにぶん
9881,なにほど,何ほど
9882,なにも,何も
9883,なにもの,何物
9884,なにもの,何者
9885,なにゆえ,何故
9886,なにわ,浪速
9887,なにわぶし,浪花節
9888,なのか,７日
9889,なびく,なびく
9890,なべ,鍋
9891,なまいき,生意気
9892,なまえまけ,名前負け
9893,なまぐさい,生臭い
9894,なまくら,なまくら
9895,なまこかべ,なまこ壁
9896,なます,なます
9897,なまず,ナマズ
9898,なまづめ,生爪
9899,なまなか,なまなか
9900,なまなましい,生々しい
9901,なまはんか,生半可
9902,なまめかしい,なまめかしい
9903,なまもの,生もの
9904,なまやさしい,生易しい
9905,なみ,並み
9906,なみ,並
9907,なみいる,並み居る
9908,なみじ,波路
9909,なみだぐむ,涙ぐむ
9910,なみなみと,なみなみと
9911,なみはずれ,並外れ
9912,なみびあ,ナミビア
9913,なめこ,ナメコ
9914,なめらか,滑らか
9915,なめる,なめる
9916,なや,納屋
9917,なやましい,悩ましい
9918,なよせ,名寄せ
9919,ならう,習う
9920,ならう,倣う
9921,ならく,奈落
9922,ならす,慣らす
9923,ならす,ならす
9924,ならす,ならす
9925,ならづけ,奈良漬
9926,ならびかえ,並び替え
9927,ならびない,並びない
9928,ならびに,並びに
9929,ならわし,習わし
9930,なりあがり,成り上がり
9931,なりかわる,成り代わる
9932,なりきる,なり切る
9933,なりきん,成り金
9934,なりけん,ナリ検
9935,なりすます,成り済ます
9936,なりだす,なりだす
9937,なりだす,鳴りだす
9938,なりたつ,成り立つ
9939,なりたて,なりたて
9940,なりて,なり手
9941,なりふり,なりふり
9942,なりゆき,成り行き
9943,なりわい,なりわい
9944,なる,なる
9945,なる,成る
9946,なる,なる
9947,なる,鳴る
9948,なるこ,鳴子
9949,なるたけ,なるたけ
9950,なるほど,なるほど
9951,なれ,なれ
9952,なれあい,なれ合い
9953,なれずし,なれずし
9954,なれそめ,なれ初め
9955,なれなれしい,なれなれしい
9956,なれのはて,成れの果て
9957,なれる,なれる
9958,なれる,なれる
9959,なれる,なれる
9960,なれる,慣れる
9961,なわしろ,苗代
9962,なんか,何か
9963,なんか,なんか
9964,なんかじょう,何カ条
9965,なんかしょ,何カ所
9966,なんぎ,難儀
9967,なんきつほくき,南橘北枳
9968,なんぎょうくぎょう,難行苦行
9969,なんきんぶくろ,南京袋
9970,なんくせ,難癖
9971,なんご,喃語（なんご）
9972,なんご,難語
9973,なんこう,軟こう
9974,なんこう,難航
9975,なんこうふらく,難攻不落
9976,なんじ,難治
9977,なんじゆうにん,何十人
9978,なんじる,難じる
9979,なんずる,難ずる
9980,なんせんほくば,南船北馬
9981,なんだかんだ,何だかんだ
9982,なんて,何て
9983,～なんていったら,～なんていったら
9984,～なんていったら,～なんて言ったら
9985,なんだか,何だか
9986,なんち,難治
9987,なんていったら,何て言ったら
9988,なんでかといったら,何でかといったら
